Date,Kerala_I,Kerala_R,Kerala_D,Delhi_I,Delhi_R,Delhi_D,Telangana_I,Telangana_R,Telangana_D,Rajasthan_I,Rajasthan_R,Rajasthan_D,Haryana_I,Haryana_R,Haryana_D,UttarPradesh_I,UttarPradesh_R,UttarPradesh_D,Ladakh_I,Ladakh_R,Ladakh_D,TamilNadu_I,TamilNadu_R,TamilNadu_D,JammuandKashmir_I,JammuandKashmir_R,JammuandKashmir_D,Karnataka_I,Karnataka_R,Karnataka_D,Maharashtra_I,Maharashtra_R,Maharashtra_D,Punjab_I,Punjab_R,Punjab_D,AndhraPradesh_I,AndhraPradesh_R,AndhraPradesh_D,Uttarakhand_I,Uttarakhand_R,Uttarakhand_D,Odisha_I,Odisha_R,Odisha_D,Puducherry_I,Puducherry_R,Puducherry_D,WestBengal_I,WestBengal_R,WestBengal_D,Chandigarh_I,Chandigarh_R,Chandigarh_D,Chhattisgarh_I,Chhattisgarh_R,Chhattisgarh_D,Gujarat_I,Gujarat_R,Gujarat_D,HimachalPradesh_I,HimachalPradesh_R,HimachalPradesh_D,MadhyaPradesh_I,MadhyaPradesh_R,MadhyaPradesh_D,Bihar_I,Bihar_R,Bihar_D,Manipur_I,Manipur_R,Manipur_D,Mizoram_I,Mizoram_R,Mizoram_D,Goa_I,Goa_R,Goa_D,AndamanandNicobarIslands_I,AndamanandNicobarIslands_R,AndamanandNicobarIslands_D,Jharkhand_I,Jharkhand_R,Jharkhand_D,Assam_I,Assam_R,Assam_D,ArunachalPradesh_I,ArunachalPradesh_R,ArunachalPradesh_D,Kerala_I_cumsum,Kerala_R_cumsum,Kerala_D_cumsum,Delhi_I_cumsum,Delhi_R_cumsum,Delhi_D_cumsum,Telangana_I_cumsum,Telangana_R_cumsum,Telangana_D_cumsum,Rajasthan_I_cumsum,Rajasthan_R_cumsum,Rajasthan_D_cumsum,Haryana_I_cumsum,Haryana_R_cumsum,Haryana_D_cumsum,UttarPradesh_I_cumsum,UttarPradesh_R_cumsum,UttarPradesh_D_cumsum,Ladakh_I_cumsum,Ladakh_R_cumsum,Ladakh_D_cumsum,TamilNadu_I_cumsum,TamilNadu_R_cumsum,TamilNadu_D_cumsum,JammuandKashmir_I_cumsum,JammuandKashmir_R_cumsum,JammuandKashmir_D_cumsum,Karnataka_I_cumsum,Karnataka_R_cumsum,Karnataka_D_cumsum,Maharashtra_I_cumsum,Maharashtra_R_cumsum,Maharashtra_D_cumsum,Punjab_I_cumsum,Punjab_R_cumsum,Punjab_D_cumsum,AndhraPradesh_I_cumsum,AndhraPradesh_R_cumsum,AndhraPradesh_D_cumsum,Uttarakhand_I_cumsum,Uttarakhand_R_cumsum,Uttarakhand_D_cumsum,Odisha_I_cumsum,Odisha_R_cumsum,Odisha_D_cumsum,Puducherry_I_cumsum,Puducherry_R_cumsum,Puducherry_D_cumsum,WestBengal_I_cumsum,WestBengal_R_cumsum,WestBengal_D_cumsum,Chandigarh_I_cumsum,Chandigarh_R_cumsum,Chandigarh_D_cumsum,Chhattisgarh_I_cumsum,Chhattisgarh_R_cumsum,Chhattisgarh_D_cumsum,Gujarat_I_cumsum,Gujarat_R_cumsum,Gujarat_D_cumsum,HimachalPradesh_I_cumsum,HimachalPradesh_R_cumsum,HimachalPradesh_D_cumsum,MadhyaPradesh_I_cumsum,MadhyaPradesh_R_cumsum,MadhyaPradesh_D_cumsum,Bihar_I_cumsum,Bihar_R_cumsum,Bihar_D_cumsum,Manipur_I_cumsum,Manipur_R_cumsum,Manipur_D_cumsum,Mizoram_I_cumsum,Mizoram_R_cumsum,Mizoram_D_cumsum,Goa_I_cumsum,Goa_R_cumsum,Goa_D_cumsum,AndamanandNicobarIslands_I_cumsum,AndamanandNicobarIslands_R_cumsum,AndamanandNicobarIslands_D_cumsum,Jharkhand_I_cumsum,Jharkhand_R_cumsum,Jharkhand_D_cumsum,Assam_I_cumsum,Assam_R_cumsum,Assam_D_cumsum,ArunachalPradesh_I_cumsum,ArunachalPradesh_R_cumsum,ArunachalPradesh_D_cumsum,India_I,India_R,India_D
12/03/2020,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,6,0,1,1,1,0,3,3,0,14,0,0,12,1,0,3,0,0,1,1,0,1,0,0,6,0,1,14,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,10,3
13/03/2020,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,7,0,1,1,1,0,3,3,0,14,0,0,13,1,0,3,0,0,1,1,0,2,0,0,6,0,1,17,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,10,3
14/03/2020,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,7,0,1,2,1,0,4,3,0,14,0,0,13,1,0,3,0,0,1,1,0,2,0,0,6,0,1,31,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,10,3
15/03/2020,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,7,2,1,3,1,0,4,3,0,14,0,0,13,5,0,3,0,0,1,1,0,2,0,0,6,0,1,33,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,16,3
16/03/2020,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,7,2,1,4,1,0,4,3,0,14,0,0,13,5,0,3,0,0,1,1,0,3,0,0,8,2,1,39,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,18,3
17/03/2020,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,2,0,0,5,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,10,2,1,5,1,0,4,3,0,15,0,0,15,5,0,8,0,0,1,1,0,3,0,0,11,4,1,41,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,21,3
18/03/2020,0,0,0,1,0,0,8,0,0,3,0,0,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,11,2,1,13,1,0,7,3,0,17,0,0,17,5,0,8,0,0,2,1,0,4,0,0,14,5,1,45,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,22,3
19/03/2020,1,0,0,3,0,0,3,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,1,0,1,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,14,2,1,16,1,0,9,3,0,17,0,0,20,5,0,8,0,0,3,1,0,4,0,0,15,5,1,49,0,1,2,0,1,3,0,0,3,1,0,2,0,0,1,0,0,1,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,23,4
20/03/2020,12,0,0,6,0,0,3,0,0,8,0,0,2,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,5,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,0,20,2,1,19,1,0,17,3,0,19,0,0,24,6,0,10,0,0,3,1,0,4,0,0,15,6,1,54,0,1,3,0,1,3,0,0,3,1,0,2,0,0,1,0,0,2,1,0,5,0,0,1,0,0,7,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,26,4
21/03/2020,12,0,0,7,0,0,2,0,0,7,0,0,2,0,0,4,0,0,3,0,0,3,0,0,0,0,0,5,0,0,10,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,4,0,27,2,1,21,1,0,24,3,0,21,0,0,28,6,0,13,0,0,6,1,0,4,0,0,20,6,1,64,0,1,13,0,1,5,0,0,3,1,0,2,0,0,1,0,0,4,2,0,5,0,0,1,0,0,14,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,27,4
22/03/2020,15,0,0,1,0,0,6,0,0,5,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,6,0,0,10,0,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,4,0,1,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,4,0,28,2,1,27,1,0,29,3,0,21,0,0,30,6,0,13,0,0,9,1,0,4,0,0,26,6,1,74,0,2,21,0,1,6,0,0,3,1,0,2,0,0,1,0,0,7,3,0,6,0,0,1,0,0,18,1,1,2,0,0,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,28,7
23/03/2020,28,1,0,2,0,0,6,0,0,3,0,0,7,0,0,4,0,0,0,0,0,3,0,0,0,0,0,7,0,0,23,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,12,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,5,0,30,2,1,33,1,0,32,3,0,28,0,0,34,6,0,13,0,0,12,1,0,4,0,0,33,6,1,97,0,2,23,0,1,7,0,0,4,1,0,2,0,0,1,0,0,7,3,1,7,0,0,1,0,0,30,1,1,3,0,1,6,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,29,9
24/03/2020,14,2,0,0,0,0,6,0,0,0,0,0,2,0,0,1,0,0,0,0,0,6,0,0,2,0,1,8,2,0,10,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,7,0,30,2,1,39,1,0,32,3,0,30,0,0,35,6,0,13,0,0,18,1,0,6,0,1,41,8,1,107,0,2,29,0,1,8,0,0,4,1,0,2,0,0,1,0,0,9,3,1,7,0,0,1,0,0,36,1,1,3,0,1,7,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,33,10
25/03/2020,9,0,0,5,0,0,2,0,0,6,0,0,1,0,0,3,0,0,0,0,0,8,0,1,5,0,0,10,0,0,15,2,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,8,0,1,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,7,0,35,2,1,41,1,0,38,3,0,31,0,0,38,6,0,13,0,0,26,1,1,11,0,1,51,8,1,122,2,2,31,0,1,10,0,0,5,1,0,2,0,0,1,0,0,9,3,1,7,0,0,3,0,0,38,1,2,3,0,1,15,0,1,4,0,1,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657,35,13
26/03/2020,19,3,0,4,0,0,4,0,0,5,0,0,1,0,0,4,0,0,0,0,0,3,0,0,3,0,0,4,0,1,8,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,6,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,137,10,0,39,2,1,45,1,0,43,3,0,32,0,0,42,6,0,13,0,0,29,1,1,14,0,1,55,8,2,130,2,2,33,0,1,11,0,0,5,1,0,3,0,0,1,0,0,10,3,1,7,0,0,6,0,0,44,1,2,3,0,1,20,0,1,7,0,1,1,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,735,38,14
27/03/2020,39,1,0,1,0,0,14,0,0,7,0,1,1,0,0,7,0,0,0,0,0,9,0,0,6,0,0,9,2,1,26,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,3,0,0,0,1,0,9,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,176,11,0,40,2,1,59,1,0,50,3,1,33,0,0,49,6,0,13,0,0,38,1,1,20,0,1,64,10,3,156,2,2,38,0,1,13,0,0,5,1,0,3,0,0,1,0,0,15,3,1,8,0,0,6,0,0,47,1,2,3,1,1,29,0,2,9,0,1,1,0,0,1,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,886,42,17
28/03/2020,6,6,1,9,0,0,8,0,1,4,0,0,2,0,0,16,0,0,0,0,0,4,1,0,13,0,0,17,0,0,30,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,8,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,182,17,1,49,2,1,67,1,1,54,3,1,35,0,0,65,6,0,13,0,0,42,2,1,33,0,1,81,10,3,186,2,2,38,0,1,19,0,0,6,1,0,3,0,0,1,0,0,18,3,2,8,0,0,7,0,0,55,1,2,3,1,1,39,0,2,11,0,1,1,0,0,1,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1029,49,20
29/03/2020,20,4,0,23,0,0,3,0,0,5,0,0,0,12,0,7,0,0,0,0,0,8,0,0,5,0,0,2,0,0,17,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,21,1,72,2,1,70,1,1,59,3,1,35,12,0,72,6,0,13,0,0,50,2,1,38,0,1,83,10,3,203,2,2,38,0,1,21,1,0,7,1,0,3,0,0,1,0,0,21,3,2,8,0,0,7,0,0,63,1,2,3,1,1,39,0,2,15,0,1,1,0,0,1,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1139,66,20
30/03/2020,32,0,0,25,0,0,7,0,0,20,0,0,1,0,0,24,0,0,0,0,0,17,0,0,11,0,0,8,0,0,35,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,7,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,234,21,1,97,2,1,77,1,1,79,3,1,36,12,0,96,6,0,13,0,0,67,2,1,49,0,1,91,10,3,238,2,2,41,0,1,23,1,0,7,1,0,3,0,0,1,0,0,22,3,2,13,0,0,8,0,0,70,1,3,3,1,1,47,0,2,15,0,1,1,0,0,1,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1347,66,21
31/03/2020,7,5,1,23,0,0,20,0,0,14,0,0,7,0,0,8,0,0,0,0,0,57,0,0,6,0,0,10,0,0,64,0,0,1,0,0,21,0,0,0,0,0,1,0,0,0,0,0,15,0,1,2,0,0,1,0,0,4,0,0,0,0,0,19,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,241,26,2,120,2,1,97,1,1,93,3,1,43,12,0,104,6,0,13,0,0,124,2,1,55,0,1,101,10,3,302,2,2,42,0,1,44,1,0,7,1,0,4,0,0,1,0,0,37,3,3,15,0,0,9,0,0,74,1,3,3,1,1,66,0,2,21,0,1,1,0,0,1,0,0,5,0,0,10,0,0,1,0,0,1,0,0,0,0,0,1635,71,23
01/04/2020,24,0,0,32,0,0,30,0,0,27,0,0,0,0,0,13,0,0,0,0,0,110,0,0,7,0,0,9,1,0,33,0,0,4,0,0,67,1,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,32,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,265,26,2,152,2,1,127,1,1,120,3,1,43,12,0,117,6,0,13,0,0,234,2,1,62,0,1,110,11,3,335,2,2,46,0,1,111,2,0,7,1,0,5,0,0,3,0,0,37,3,3,17,0,0,9,0,0,87,1,3,3,1,1,98,0,2,24,0,1,1,0,0,1,0,0,5,0,0,10,0,0,1,0,0,16,0,0,0,0,0,2059,73,23
02/04/2020,21,2,0,141,0,0,27,0,0,13,0,0,6,0,0,11,0,0,0,0,0,75,0,0,8,0,0,14,0,0,88,0,0,1,0,0,38,0,0,3,0,0,0,0,0,2,0,0,16,0,0,1,0,0,0,0,0,1,0,0,3,0,0,9,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,286,28,2,293,2,1,154,1,1,133,3,1,49,12,0,128,6,0,13,0,0,309,2,1,70,0,1,124,11,3,423,2,2,47,0,1,149,2,0,10,1,0,5,0,0,5,0,0,53,3,3,18,0,0,9,0,0,88,1,3,6,1,1,107,0,2,29,0,1,2,0,0,1,0,0,5,0,0,10,0,0,2,0,0,16,0,0,1,0,0,2545,75,23
03/04/2020,9,14,0,93,0,0,75,0,0,46,0,0,9,0,0,46,0,0,1,0,0,102,0,0,5,0,0,4,0,1,67,0,0,6,0,0,15,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,47,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,295,42,2,386,2,1,229,1,1,179,3,1,58,12,0,174,6,0,14,0,0,411,2,1,75,0,1,128,11,4,490,2,2,53,0,1,164,2,0,16,1,0,20,0,0,5,0,0,53,3,3,18,0,0,9,0,0,95,1,3,6,1,1,154,0,2,31,0,1,2,0,0,1,0,0,6,0,0,10,0,0,2,0,0,23,0,0,1,0,0,3108,89,24
04/04/2020,11,0,0,59,0,0,43,0,0,21,0,0,26,0,0,60,0,0,0,0,0,74,0,0,17,0,0,16,0,0,145,0,0,12,0,0,28,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,306,42,2,445,2,1,272,1,1,200,3,1,84,12,0,234,6,0,14,0,0,485,2,1,92,0,1,144,11,4,635,2,2,65,0,1,192,2,0,22,1,0,21,0,0,5,0,0,53,3,3,18,0,0,10,0,0,108,1,3,6,1,1,179,0,2,32,0,1,2,0,0,1,0,0,7,0,0,10,0,0,2,0,0,26,0,0,1,0,0,3671,89,24
05/04/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,42,2,445,2,1,272,1,1,200,3,1,84,12,0,234,6,0,14,0,0,485,2,1,92,0,1,144,11,4,635,2,2,65,0,1,192,2,0,22,1,0,21,0,0,5,0,0,53,3,3,18,0,0,10,0,0,108,1,3,6,1,1,179,0,2,32,0,1,2,0,0,1,0,0,7,0,0,10,0,0,2,0,0,26,0,0,1,0,0,3671,89,24
